tier,business_name,vertical,group,website_url,city_area,email,email_source_url,owner_name,phone,site_score,site_signals,size_check,optout_notice,qualified,disqualify_reason,notes
unqualified,Liftime Ottawa Garage Door Service,Garage door installation,B,https://liftimeottawa.ca/,Ottawa,Liftimeottawa@gmail.com,https://liftimeottawa.ca/contact,Michael Bakov,(613) 703-3921,0,,PASS - owner-operated since 2017 Michael Bakov runs all jobs personally,FALSE,FALSE,site_score below 3 - modern responsive site active blog BBB A+ 631 Google reviews prominent CTA,Owner Michael Bakov. 5.0 on 631 Google reviews. BBB A+. Residential specialist. Owner-operated no call centre. Same-day service. Already excellent web presence - not a prospect.
unqualified,RAM Overhead Doors Ottawa,Garage door installation,B,https://www.ramdoors.ca/ca,Ottawa,,,,613-749-2138,0,,FAIL - large Garaga dealer with showroom careers page commercial/warehouse/dock equipment 7 social platforms,FALSE,FALSE,Size FAIL - large regional dealer; no email on site,Garaga brand dealer. Showroom at 2181 Bantree St. Commercial doors gate operators warehouse/dock equipment. No email (contact form only).
unqualified,The Door Company Ottawa,Garage door installation,B,https://www.thedoorcompany.ca/ca,Ottawa,,,,613-821-2130,0,,FAIL - large Garaga-branded dealer professional marketing site Eastern Ontario regional coverage,FALSE,FALSE,Size FAIL - large regional chain/dealer,Garaga dealer serving Eastern Ontario. Professional agency-built site. Commercial and residential. No email on site.
unqualified,Garaga,Garage door installation,B,https://www.garaga.com/ca/garage-doors-ottawa,National,,,,1-800-464-2724,0,,FAIL - national manufacturer careers page multi-city architects/builders section,FALSE,FALSE,Size FAIL - national manufacturer/brand,National Canadian garage door manufacturer. Distributor network. Not a local operator.
unqualified,J and D Garage Doors Ottawa IL,Garage door installation,B,https://www.jdgaragedoors.com/ottawa-il,Ottawa IL USA,,,,,0,,FAIL - Ottawa Illinois USA wrong geography,FALSE,FALSE,Not Ottawa Ontario,Illinois USA business. Appeared in search due to Ottawa IL.
unqualified,Valley Steel,Machine shops,A,https://www.valleysteel.ca/,Ottawa Valley,info@valleysteel.ca,https://www.valleysteel.ca/,,613-432-5323,0,,FAIL - Ottawa Valley/Renfrew area (613-432 Pembroke exchange); outside Ontario/Ottawa geographic scope,FALSE,FALSE,outside_geography,Steel fabrication + welding + machining + steel sales; family-owned since 1964; 3 generations; industrial clients worldwide; excluded: Renfrew County location not in Ottawa/Kanata/Nepean/Orleans target area | Also appears under vertical(s): Metal fabrication / welding.
unqualified,Hydrauli-Chrome Inc,Machine shops,A,http://www.hydraulichrome.com/,Gloucester,,,,613-744-7671,0,,FAIL - website returns 502 Bad Gateway / dead,FALSE,FALSE,no_public_email;website_dead,Hydraulic cylinder repair + plating + machining; Gloucester ON K1B; website completely down - no email obtainable from own site
unqualified,Kard Precision,Machine shops,A,http://kardprecision.com/,Ottawa,,,,613-727-1797,0,,FAIL - domain expired/DNS failure,FALSE,FALSE,no_public_email;website_dead,Precision machining Ottawa; 46 Auriga Dr Ottawa K2E; domain expired - no email obtainable from own site
unqualified,Hydrotech Cutting Inc,Machine shops,A,http://hcutting.ca/,Nepean,,,,613-225-9413,0,,FAIL - domain expired/DNS failure,FALSE,FALSE,no_public_email;website_dead,Steel fabrication + waterjet/plasma cutting; 75 Bongard Ave Nepean K2E; domain expired - no email obtainable from own site
unqualified,Bayview Metals,Metal fabrication / welding,A,https://www.bayviewmetals.com/,Ottawa,,,,,0,,FAIL - Toronto-based company with ISO 9001 certification and 1-877 toll-free; contract manufacturing for telecom/smart grid sectors,FALSE,FALSE,size fail,Precision sheet metal; contract manufacturing for electronic/telecom industries
unqualified,A & A Iron Works,Metal fabrication / welding,A,https://www.aaironworks.com/,Ottawa,,,,613-736-1020,0,,PASS - single location Ottawa; founded 1990; small team of ironwork specialists,FALSE,FALSE,no own-domain email (only gmail occ7361020@gmail.com shown on site),Custom steel/aluminum/stainless fab; railings/gates/fencing/stairs/structural steel; CWB certified; no domain email - uses Gmail
unqualified,Pesada Painting & Coatings Corp.,Powder coating / finishing,A,https://pesadapainting.com/,Waterloo (travels to Ottawa),info@pesadapainting.com,https://pesadapainting.com/industrial-painting-contactor-ottawa/,,833-725-6661,0,,"FAIL - HQ in Waterloo ON, not Ottawa-local; ISNetworld certified regional contractor",FALSE,FALSE,"geography FAIL - Waterloo-based, travels to Ottawa for large industrial projects only",Large-scale industrial painting contractor. ISNetworld certified. Not an Ottawa local business.
unqualified,Cannon Powder Coating,Powder coating / finishing,A,https://cannonpowdercoating.com/,South-central Pennsylvania USA,,,,717-422-0866,0,,"FAIL - located in Pennsylvania USA, not Ottawa Ontario",FALSE,FALSE,"geography FAIL - US-based business, not Ottawa",Veteran-owned powder coating + sandblasting in PA. Appeared in Ottawa search due to SEO overlap.
unqualified,Green Thumb Tree Specialists,Tree services / arborists,B,https://www.greenthumb-ottawa.com/,Ottawa / Russell area,,,,613-869-5324,0,,"FAIL - clearly agency-built last ~2 yrs: modern WebP design (2024/2025 uploads), active marketing blog, price calculator, careers page, 24+ location SEO pages",FALSE,FALSE,size filter fail - agency-built modern site,"Owner Riley Sheldrick (since 2018), partner Emily; full-service tree removal/pruning/stump/emergency; strong SEO footprint and price estimator; already has a web vendor. July active season."
unqualified,Valley Tree Services,Tree services / arborists,B,https://valleytreeservices.ca/,Ottawa / Kanata / Barrhaven / Orleans,,,,613-882-7384,0,,"FAIL - clearly agency-built last ~1 yr: full webp rebrand (2025/01 logo, 2026/01-02 images), ISA content, marketing blog, SEO area pages, active municipal/commercial page, modern WP design",FALSE,FALSE,size filter fail - agency-built modern site,Own-domain email lee@valleytree.ca present but site is a recent professional agency rebuild ('Trusted Since 2005' but modern 2025/2026 design). Residential + commercial + municipal + utility line work. Already has a vendor.
unqualified,Croft Tree Experts,Tree services / arborists,B,https://crofttreeexperts.ca/,Ottawa,,,,613-317-5397,0,,"PASS - locally owned Ottawa operator, named arborists (Kyle, David in reviews), single location 208 Royalton Private Ottawa",FALSE,FALSE,no public email on own domain - only CroftTreeExperts@gmail.com shown,"Small owner-operated, office contact 'Kristy' and arborists Kyle/David named in reviews. WebMarketers-built site, footer 2026, active blog, testimonials - no site quality signals fire. Disqualified only on Gmail-only email. July peak season."
unqualified,WMC Water Management,Well drilling / water treatment,B,https://www.wmcwater.com/,"Ottawa, ON",wmc@wmcwater.com,https://www.wmcwater.com/water-treatment-ottawa,,613-860-3962,0,,"FAIL - multi-city offices (Toronto/Ottawa/Kingston/Montreal/London), careers page, industrial/commercial focus",FALSE,FALSE,size fail - multi-location national operation,"Industrial/commercial water treatment. Boiler, cooling, wastewater. Multiple Canadian city offices. Not a small local business."
unqualified,PV Well Water Services,Well drilling / water treatment,B,https://pvplumbingwater.com/,"Carp, ON",contact@well-water.ca,https://pvplumbingwater.com/pv-well-water/contact-pv-well-water/,,613-839-5550,0,,"PASS - local Ottawa well water specialist, single location 3831 Carp Rd Ottawa",FALSE,FALSE,"site score below 3 - clearly agency-built modern site last 3 yrs, cookie consent manager, active blog, already has marketing vendor","Well pumps (submersible, jet), water treatment (softeners, UV, RO), pressure tanks. Serves Greely, Manotick, Carp, Kanata, Stittsville. Modern well-designed site already."
unqualified,Aardvark Drilling Contractor Services,Well drilling / water treatment,B,https://www.aardvarkdrillinginc.com/,"Ottawa, ON",mengland@aardvarkdrillinginc.com,https://www.aardvarkdrillinginc.com/contact/,Matthew England,877-558-5505,0,,"FAIL - multiple offices (Guelph + others), serves Ontario/Canada/Bermuda/US, 5+ named corporate staff",FALSE,FALSE,size fail - multi-location multi-national operation,"Water wells, geotechnical, environmental, hydrogeological, exploration drilling. Too large and multi-national."
